TIME_UTC_SECONDS;TIME_UTC_STR;AIR_TEMP;TRACK_TEMP;HUMIDITY;PRESSURE;WIND_SPEED;WIND_DIRECTION;RAIN;
1750489210;21/06/2025 7:00:10;23,5;33;67;1018;2,376;190;0;
1750489290;21/06/2025 7:01:30;23,5;33;67;1018;2,376;190;0;
1750489370;21/06/2025 7:02:50;23,5;33,2;67;1018;2,376;190;0;
1750489450;21/06/2025 7:04:10;23,5;33,5;67;1018;2,376;190;0;
1750489530;21/06/2025 7:05:30;23,5;33,5;67;1018;2,376;190;0;
1750489610;21/06/2025 7:06:50;24,06;33,5;66;1018;2,376;190;0;
1750489690;21/06/2025 7:08:10;24,06;33,5;66;1018;2,376;190;0;
1750489770;21/06/2025 7:09:30;24,06;33,7;66;1018;2,376;190;0;
1750489850;21/06/2025 7:10:50;24,06;33,7;66;1018;2,376;190;0;
1750489930;21/06/2025 7:12:10;24,06;33,7;66;1018;2,376;190;0;
1750490010;21/06/2025 7:13:30;24,06;33,7;66;1018;2,376;190;0;
1750490090;21/06/2025 7:14:50;24,06;34;66;1018;2,376;190;0;
1750490170;21/06/2025 7:16:10;24,06;34;66;1018;2,376;190;0;
1750490328;21/06/2025 7:18:48;24,06;34,2;66;1018;2,376;190;0;
